,name,isAirport,long,lat,country,town,guiness_price
541,The Stag & Pheasant,False,-1.195501,53.145772,England,Mansfield,3.45
653,The Jack Phillips,False,-0.612217,51.185709,England,Godalming,3.45
542,The Trent Bridge Inn,False,-1.134167,52.937184,England,Nottingham,3.45
544,The Woodthorpe Top,False,-1.123279,52.983651,England,Nottingham,3.45
50,The Falcon,False,-0.751336,51.629327,England,High Wycombe,3.45
83,The Calverts Court,False,-2.157645,53.410333,England,Stockport,3.45
564,The Tumble Inn,False,-3.340818,51.599484,Wales,Pontypridd,3.45
563,The Lord of the Isles,False,-4.364801,55.875941,Scotland,Renfrew,3.45
562,The Last Post,False,-4.424535,55.846603,Scotland,Paisley,3.45
561,The New Fairlop Oak,False,0.085138,51.594121,England,Fairlop,3.45
86,The Friar Penketh,False,-2.593436,53.387163,England,Warrington,3.45
641,The Cricketers,False,1.154641,52.05952,England,Ipswich,3.45
558,The Eva Hart,False,0.13027,51.570419,England,Chadwell Heath,3.45
87,The George Inn,False,-2.362178,53.143343,England,Sandbach,3.45
555,The Fair O'Blair,False,-3.338402,56.592614,Scotland,Blairgowrie,3.45
554,The Capital Asset,False,-3.425895,56.396318,Scotland,Perth,3.45
553,The William Owen,False,-4.968229,51.801554,Wales,Haverfordwest,3.45
552,The William Morris,False,-1.217602,51.732347,England,Oxford,3.45
642,The Drabbet Smock,False,0.437527,52.082715,England,Haverhill,3.45
550,The Penny Black,False,-1.151713,51.898817,England,Bicester,3.45
88,The J. P. Joule,False,-2.317552,53.424075,England,Sale,3.45
643,The Golden Lion,False,0.40739,52.244779,England,Newmarket,3.45
89,The Kingfisher,False,-2.124031,53.346484,England,Poynton,3.45
546,The Company of Weavers,False,-1.484908,51.783603,England,Witney,3.45
49,Captain Ridley's Shooting Party,False,-0.726308,51.995776,England,Milton Keynes,3.45
543,The William Peverel,False,-1.196372,53.002567,England,Nottingham,3.45
161,The Chevalier Inn,False,-3.5329,50.722202,England,Exeter,3.45
159,The Admiral Collingwood,False,-4.119226,51.210195,England,Ilfracombe,3.45
409,The William Wygston,False,-1.105556,52.587736,England,Wigston,3.45
188,The Quay,False,-1.98653,50.712209,England,Poole,3.45
762,The Glass Blower,False,-1.353853,53.726941,England,Castleford,3.45
287,The First Post,False,-1.067159,50.844878,England,Cosham,3.45
286,The Denmead Queen,False,-1.030626,50.880772,England,Waterlooville,3.45
285,The Crown Inn,False,-1.176949,50.852333,England,Fareham,3.45
284,The Bright Water Inn,False,-1.430436,50.919801,England,Shirley,3.45
283,The Angel,False,-1.085469,51.265567,England,Basingstoke,3.45
12,The Swan Hotel,False,-0.663266,51.915843,England,Leighton Buzzard,3.45
11,The Pilgrim's Progress,False,-0.471718,52.136021,England,Bedford,3.45
767,The Lord Wilson,False,-1.779138,53.645647,England,Huddersfield,3.45
189,The Royal Oak,False,-2.439143,50.715187,England,Dorchester,3.45
768,The Myrtle Grove,False,-1.837362,53.847262,England,Bingley,3.45
769,The Obediah Brooke,False,-1.712401,53.724622,England,Cleckheaton,3.45
276,Tafarn Y Porth,False,-4.274801,53.140706,Wales,Caernarfon,3.45
275,Pen Cob,False,-4.417534,52.887857,Wales,Pwllheli,3.45
770,The Old Unicorn,False,-1.627304,53.810925,England,Leeds,3.45
771,The Picture House,False,-1.600059,53.744171,England,Leeds,3.45
272,The Shay Wake,False,-2.093059,53.577836,England,Oldham,3.45
772,The Richard Oastler,False,-1.779926,53.701401,England,Brighouse,3.45
192,Robert the Bruce,False,-3.613408,55.070304,Scotland,Dumfries,3.45
269,The Robert Shaw,False,-2.522385,53.548867,England,Westhoughton,3.45
291,The John Jacques,False,-1.07679,50.798321,England,Portsmouth,3.45
268,The Moon Under Water,False,-2.631714,53.545905,England,Wigan,3.45
292,The John Russell Fox,False,-1.478963,51.206874,England,Andover,3.45
294,The Lord Palmerston,False,-1.088961,50.784198,England,Southsea,3.45
17,The Hope Tap,False,-0.975386,51.45654,England,Reading,3.45
314,J.J. Moon's,False,0.216179,51.562883,England,Hornchurch,3.45
313,The Village Inn,False,-0.370988,51.576899,England,Rayners Lane,3.45
312,The Moon on the Hill,False,-0.33416,51.579376,England,Harrow,3.45
704,The Bishop Vesey,False,-1.841088,52.548528,England,Sutton Coldfield,3.45
750,Charles Henry Roe,False,-1.44693,53.807308,England,Leeds,3.45
752,The Barum Top Inn,False,-1.862741,53.721678,England,Halifax,3.45
308,The Wagon Works,False,-1.350602,50.969443,England,Eastleigh,3.45
754,The Bowling Green,False,-1.692899,53.904207,England,Otley,3.45
306,The Star,False,-1.121126,50.795369,England,Gosport,3.45
755,The Briggate ,False,-1.3911228,53.7934453,England,Leeds,3.45
757,The Cherry Tree,False,-1.782398,53.647402,England,Huddersfield,3.45
303,The Sir John Baker,False,-1.079544,50.81545,England,Portsmouth,3.45
758,The Clothier's Arms,False,-1.681586,53.866113,England,Leeds,3.45
301,The Red Lion,False,-1.3603,50.9106,England,Southampton,3.45
300,The Red Lion,False,-0.934238,51.003835,England,Petersfield,3.45
299,The Queen Hotel,False,-0.767638,51.249835,England,Aldershot,3.45
298,The Prince Arthur,False,-0.845027,51.278858,England,Fleet,3.45
297,The Parchment Makers,False,-0.98459,50.85192,England,Havant,3.45
760,The Crossed Shuttle,False,-1.661856,53.796504,England,Leeds,3.45
187,The Parkstone and Heatherlands,False,-1.878568,50.743354,England,Bournemouth,3.45
293,The Lord Arthur Lee,False,-1.181306,50.85248,England,Fareham,3.45
20,The Old Manor,False,-0.745366,51.416569,England,Bracknell,3.45
267,The Gateway,False,-2.220421,53.408019,England,East Didsbury,3.45
265,The Brocket Arms ,False,-2.634421,53.556931,England,Wigan,3.45
235,The Ivory Peg,False,0.473302,51.732532,England,Chelmsford,3.45
234,The Elms,False,0.65646,51.547698,England,Leigh-on-Sea,3.45
233,The Dairyman,False,0.304492,51.620812,England,Brentwood,3.45
232,The Bottle Kiln,False,1.2809545,51.9366895,England,Harwich,3.45
231,The Blue Boar,False,0.418519,51.626914,England,Billericay,3.45
230,The Battesford Court,False,0.637871,51.798234,England,Witham,3.45
229,Rose & Crown,False,0.677701,51.731543,England,Maldon,3.45
228,Parsons' Barn,False,0.782313,51.540773,England,Shoeburyness,3.45
227,Moon and Starfish,False,1.154217,51.787608,England,Clacton-on-Sea,3.45
209,The Crowborough Cross,False,0.161607,51.060505,England,Crowborough,3.45
225,The Moon Under Water,False,-0.087759,51.658782,England,Enfield,3.45
210,The George Hotel,False,0.259596,50.862122,England,Hailsham,3.45
223,The White Lady,False,-3.282521,55.942903,Scotland,Edinburgh,3.45
789,The Bridge House,False,-2.117888,51.45839,England,Chippenham,3.45
790,The Dockle Farmhouse,False,-1.754279,51.57486,England,Swindon,3.45
793,The Silk Mercer,False,-1.995355,51.351756,England,Devizes,3.45
4,The Corn Exchange,False,-2.582331,56.55884,Scotland,Arbroath,3.45
795,George Hotel,False,-2.315428,52.37577,England,Bewdley,3.45
796,Golden Cross Hotel,False,-2.061787,52.333918,England,Bromsgrove,3.45
797,The Crown,False,-2.22212,52.192865,England,Worcester,3.45
3,The Gordon Highlander,False,-2.37967,57.28482,Scotland,Inverurie,3.45
236,The Last Post,False,0.713005,51.536483,England,Southend-on-Sea,3.45
193,Jolly's Hotel,False,-2.873623,56.466195,Scotland,Broughty Ferry,3.45
237,The Picture Palace,False,0.553562,51.877172,England,Braintree,3.45
239,The Roebuck,False,0.603515,51.584894,England,Rayleigh,3.45
264,The Art Picture House,False,-2.298262,53.59145,England,Bury,3.45
263,The Royal Hop Pole,False,-2.158586,51.991955,England,Tewkesbury,3.45
262,The Regal,False,-2.242722,51.86581,England,Gloucester,3.45
261,The Moon Under Water,False,-2.072483,51.897521,England,Cheltenham,3.45
259,The Lord High Constable of England,False,-2.253147,51.861708,England,Gloucester,3.45
258,The Bank House,False,-2.075858,51.900895,England,Cheltenham,3.45
10,The Crown Hotel,False,-0.264907,52.0869051,England,Biggleswade,3.45
775,The Three Hulats,False,-1.535324,53.826077,England,Leeds,3.45
255,The Kirky Puffer,False,-4.154589,55.938177,Scotland,Glasgow,3.45
776,The Turls Green,False,-1.754838,53.793032,England,Bradford,3.45
253,The Esquire House,False,-4.321724,55.888472,Scotland,Glasgow,3.45
9,The Railway Bell,False,-0.173009,51.650381,England,Barnet,3.45
778,The Winter Seam,False,-1.341896,53.710173,England,Castleford,3.45
195,The Greenwood Hotel,False,-0.351424,51.552786,England,Northolt,3.45
198,The Wheatsheaf Inn,False,-4.497014,55.611143,Scotland,Kilmarnock,3.45
246,The Guildhall & Linen Exchange,False,-3.461366,56.071339,Scotland,Dunfermline,3.45
245,The Golden Acorn,False,-3.167625,56.195863,Scotland,Glenrothes,3.45
205,The Prior John,False,-0.187999,54.083651,England,Bridlington,3.45
786,The Bath Arms,False,-2.180071,51.204758,England,Warminster,3.45
787,The Bear,False,-2.13862,51.374932,England,Melksham,3.45
788,The Bell,False,-1.780965,51.172115,England,Amesbury,3.45
238,The Playhouse,False,0.896916,51.887618,England,Colchester,3.45
317,The Duke's Head,False,-2.737973,52.227174,England,Leominster,3.45
748,The Three Fishes,False,-0.370706,50.81329,England,Worthing,3.45
183,The Lord Wimborne,False,-1.982635,50.716528,England,Poole,3.45
170,The Richard Hopkins,False,-3.607806,50.530714,England,Newton Abbot,3.45
171,The Rose Salterne,False,-4.205854,51.019901,England,Bideford,3.45
380,The Court Leet,False,-2.885233,53.568405,England,Ormskirk,3.45
172,The Sawyer's Arms,False,-3.544117,50.715339,England,Exeter,3.45
173,The Stannary Court,False,-4.051731,50.3878,England,Plympton,3.45
377,The Ash Tree,False,-2.092356,53.489888,England,Ashton-under-Lyne,3.45
707,The Bottle of Sack,False,-1.825511,52.560252,England,Sutton Coldfield,3.45
706,The Bloxwich Showman,False,-2.004171,52.61478,England,Bloxwich,3.45
709,The Britannia,False,-2.041796,52.473732,England,Rowley Regis,3.45
712,The City Arms,False,-1.530717,52.39965,England,Coventry,3.45
713,The Clifton,False,-2.122461,52.541402,England,Sedgley,3.45
714,The Court of Requests,False,-2.015851,52.504695,England,Oldbury,3.45
184,The Man in the Wall ,False,-1.988347,50.800828,England,Wimborne,3.45
367,The Society Rooms,False,0.521807,51.2776,England,Maidstone,3.45
174,The Star Inn,False,-3.188086,50.798431,England,Honiton,3.45
359,The Muggleton Inn,False,0.522265,51.273694,England,Maidstone,3.45
26,The Navigation Inn,False,-1.92662486,52.4078348,England,Birmingham,3.45
175,The Talk of the Town,False,-3.561503,50.435163,England,Paignton,3.45
168,The Powder Monkey,False,-3.413702,50.62033,England,Exmouth,3.45
387,The Postal Order,False,-2.482473,53.746712,England,Blackburn,3.45
408,The White House,False,-1.046835,52.642978,England,Leicester,3.45
407,The Sugar Loaf,False,-0.922402,52.478993,England,Market Harborough,3.45
406,The Shoulder of Mutton,False,-1.473575,52.746712,England,Ashby-de-la-Zouch,3.45
405,The Monkey Walk,False,-1.374327,52.723504,England,Coalville,3.45
162,The Gog and Magog,False,-4.137516,50.367521,England,Plymouth,3.45
403,The Kettleby Cross,False,-0.889285,52.76571,England,Melton Mowbray,3.45
800,The Royal Enfield,False,-1.943181,52.307042,England,Redditch,3.45
386,The Old Chapel,False,-2.465437,53.696006,England,Darwen,3.45
163,The Green Ginger,False,-3.525525,50.462146,England,Torquay,3.45
164,The Imperial,False,-3.539669,50.730207,England,Exeter,3.45
165,The Jolie Brise,False,-3.49449,50.547066,England,Teignmouth,3.45
394,The Thomas Burke,False,-2.518967,53.499335,England,Leigh,3.45
393,The Sir Thomas Gerard,False,-2.637073,53.486816,England,Ashton-in-Makerfield,3.45
166,The Mannamead,False,-4.13374,50.382396,England,Plymouth,3.45
391,The Sir Henry Tate,False,-2.630574,53.653949,England,Chorley,3.45
167,The Panniers,False,-4.05812,51.08076,England,Barnstaple,3.45
705,The Black Horse,False,-1.973423,52.411922,England,Birmingham,3.45
356,The Humphrey Bean,False,0.274508,51.195131,England,Tonbridge,3.45
58,The College Arms,False,-0.241674,52.575379,England,Peterborough,3.45
176,The Union Rooms,False,-4.148014,50.36971,England,Plymouth,3.45
726,The Pump House,False,-1.827759,52.412863,England,Solihull,3.45
179,The White Ball Inn,False,-3.490818,50.902939,England,Tiverton,3.45
343,The Moon Under Water,False,-0.369405,51.467084,England,Hounslow,3.45
342,The Moon on the Square,False,-0.410089,51.44636,England,Feltham,3.45
341,The Tichenham Inn,False,-0.444724,51.564449,England,Ickenham,3.45
728,The Sir Henry Newbolt,False,-2.080305,52.564048,England,Bilston,3.45
181,The Blackwater Stream,False,-1.993428,50.759362,England,Poole,3.45
337,J.J. Moon's,False,-0.413293,51.573325,England,Ruislip Manor,3.45
731,The Spread Eagle,False,-1.819665,52.44673,England,Birmingham,3.45
733,The Waterfront Inn,False,-2.114407,52.485688,England,Brierley Hill,3.45
182,The Greyhound,False,-2.757899,50.733496,England,Bridport,3.45
734,The White Swan,False,-1.781063,52.414457,England,Solihull,3.45
735,The William Shenstone,False,-2.050818,52.449699,England,Halesowen,3.45
736,The William Tyler,False,-1.808551,52.467438,England,Birmingham,3.45
741,The George Inn,False,-0.54373,50.809132,England,Littlehampton,3.45
742,The Hatter's Inn,False,-0.67554,50.783175,England,Bognor Regis,3.45
326,The Moon and Cross,False,-0.032768,51.684945,England,Waltham Cross,3.45
323,The Crown,False,-0.563154,51.759795,England,Berkhamsted,3.45
321,The Admiral Byng,False,-0.19023,51.699604,England,Potters Bar,3.45
725,The Moon Under Water,False,-2.124171,52.586747,England,Wolverhampton,3.45
724,The Moon Under Water,False,-2.082466,52.472103,England,Cradley Heath,3.45
727,The Royal Tiger,False,-2.081891,52.600292,England,Wednesfield,3.45
723,The Mare Pool,False,-1.828419,52.58654,England,Mere Green,3.45
722,The Hornet,False,-1.819487,52.492716,England,Birmingham,3.45
178,The Water Gate,False,-4.06028,51.078846,England,Barnstaple,3.45
177,The Vigilance,False,-3.515982,50.393704,England,Brixham,3.45
693,The Golden Bee,False,-1.70568,52.191596,England,Stratford-upon-Avon,3.57
351,The County Hotel,False,0.875148,51.149034,England,Ashford,3.59
331,The Standing Order,False,-0.208075,51.912074,England,Stevenage,3.59
464,The Sir Henry Segrave ,False,-3.010488,53.645861,England,Southport,3.59
57,Sandford House,False,-0.18713,52.33043,England,Huntingdon,3.59
396,The Trawl Boat Inn,False,-3.029976,53.750937,England,Lytham St Annes,3.59
557,The George Hotel,False,-3.3934178,51.9487309,Wales,Brecon,3.59
360,The Peter Cushing,False,1.024231,51.35654,England,Whitstable,3.59
52,The Moon Under Water,False,-0.748931,52.041924,England,Milton Keynes,3.59
401,The Corn Exchange,False,-1.133307,52.634591,England,Leicester,3.59
402,The High Cross,False,-1.138583,52.635339,England,Leicester,3.59
325,The Manor House,False,-0.023027,52.048273,England,Royston,3.59
322,The Angel Vaults Inn,False,-0.278658,51.946575,England,Hitchin,3.59
357,The Leading Light,False,0.891083,51.313756,England,Faversham,3.59
413,Ritz,False,-0.543243,53.22437,England,Lincoln,3.59
320,Harpsfield Hall,False,-0.240634,51.762955,England,Hatfield,3.59
363,The Samuel Peto,False,1.18142,51.080596,England,Folkestone,3.59
422,The Square Sail,False,-0.546572,53.22982,England,Lincoln,3.59
364,The Saxon Shore,False,1.125989,51.372729,England,Herne Bay,3.59
388,The Poulton Elk,False,-2.992392,53.845362,England,Poulton-le-Fylde,3.59
717,The Earl of Mercia,False,-1.508567,52.40713,England,Coventry,3.59
730,The Spon Gate,False,-1.517802,52.407202,England,Coventry,3.59
697,The NewYearField ,False,-3.517758,55.882537,Scotland,Livingston,3.59
366,The Sir Norman Wisdom,False,1.401747,51.223092,England,Deal,3.59
54,Wetherspoons,False,-0.767558,52.037551,England,Milton Keynes,3.59
383,The Jolly Tars,False,-3.037271,53.876358,England,Thornton-Cleveleys,3.59
194,The Counting House,False,-2.971839,56.462066,Scotland,Dundee,3.59
368,The Thomas Ingoldsby,False,1.083504,51.278429,England,Canterbury,3.59
370,The West Gate Inn,False,1.075665,51.281969,England,Canterbury,3.59
720,The Flying Standard,False,-1.509486,52.409068,England,Coventry,3.59
455,The Lifeboat,False,-3.0595371,53.5562853,England,Liverpool,3.59
389,The Railway Hotel,False,-2.956792,53.738048,England,Lytham St Annes,3.59
715,The Cross Inn,False,-2.16848,52.49742,England,Kingswinford,3.59
196,The Red Lion & Pineapple,False,-0.276566,51.508265,England,Acton,3.63
197,The Sir Michael Balcon,False,-0.298768,51.513603,England,Ealing,3.63
21,The Furze Wren,False,0.147673,51.456605,England,Bexleyheath,3.67
23,The Tailor's Chalk,False,0.103513,51.426161,England,Sidcup,3.67
24,The Wrong 'Un,False,0.137447,51.457745,England,Bexleyheath,3.67
7,The Beaten Docket,False,-0.211525,51.553529,England,Cricklewood,3.67
651,The Herbert Wells,False,-0.55547,51.320567,England,Woking,3.67
13,The White House,False,-0.418472,51.881703,England,Luton,3.67
1,The Justice Mill,False,-2.10967,57.143368,Scotland,Aberdeen,3.67
673,The Keel Row,False,-1.617607,54.972519,England,Newcastle upon Tyne,3.67
640,The Corn Exchange,False,0.712276,52.244723,England,Bury St Edmunds,3.67
0,The Archibald Simpson,False,-2.093642,57.148118,Scotland,Aberdeen,3.67
373,The Watchman,False,-0.255329,51.398867,England,New Malden,3.67
309,Spouter's Corner,False,-0.108708,51.596974,England,Wood Green,3.67
304,The Six Bells,False,-1.545543,50.757491,England,Lymington,3.67
410,The Brockley Barge,False,-0.036417,51.464138,England,Brockley,3.67
311,The Moon and Sixpence,False,-0.372714,51.608306,England,Hatch End,3.67
289,The Isambard Kingdom Brunel,False,-1.092599,50.797034,England,Portsmouth,3.67
316,The Moon and Stars,False,0.182887,51.575999,England,Romford,3.67
324,The Full House,False,-0.472611,51.753486,England,Hemel Hempstead,3.67
278,Baxter's Court,False,-0.055087,51.545456,England,Hackney,3.67
273,The Gate Clock,False,-0.011132,51.481489,England,Greenwich,3.67
328,The Pennsylvanian,False,-0.46979,51.638871,England,Rickmansworth,3.67
133,The George,False,-0.098439,51.37405,England,Croydon,3.67
122,The Bishops' Mill,False,-1.575286,54.777955,England,Durham,3.67
345,S. Fowler & Co.,False,-1.162669,50.730365,England,Ryde,3.67
412,The Watch House,False,-0.01164,51.459945,England,Lewisham,3.67
336,The King's Highway,False,-4.227476,57.479581,Scotland,Inverness,3.67
375,The Holland Tringham,False,-0.129823,51.430174,England,Streatham,3.67
619,The Surrey Docks,False,-0.04659,51.493054,England,Rotherhithe,3.67
371,The Coronation Hall,False,-0.303705,51.393521,England,Surbiton,3.67
353,The Flying Boat,False,0.214793,51.444745,England,Dartford,3.67
346,The Man in the Moon,False,-1.295876,50.700145,England,Newport,3.67
655,The Rodboro Buildings,False,-0.57761,51.236732,England,Guildford,3.69
330,The Six Templars,False,-0.079142,51.79603,England,Hertford,3.69
329,The Port Jackson,False,0.162104,51.869167,England,Bishop’s Stortford,3.69
481,The Bell Hotel,False,1.295477,52.627349,England,Norwich,3.8
332,The Star  ,False,-0.01179,51.761613,England,Hoddesdon,3.8
477,Goldengrove,False,0.003998,51.543751,England,Stratford,3.8
348,Opera House,False,0.263785,51.133718,England,Royal Tunbridge Wells,3.8
674,The Mile Castle,False,-1.616518,54.970068,England,Newcastle upon Tyne,3.8
482,The Glass House,False,1.297822,52.632297,England,Norwich,3.8
675,The Quayside,False,-1.610529,54.96766,England,Newcastle upon Tyne,3.8
505,The Postern Gate,False,-1.077186,53.954488,England,York,3.8
138,The Chief Justice of the Common Pleas ,False,-3.137898,54.60191,England,Keswick,3.8
334,Waterend Barn,False,-0.337335,51.752619,England,St Albans,3.8
489,The Whiffler,False,1.268563,52.654318,England,Norwich,3.8
327,The Moon Under Water,False,-0.39783,51.656475,England,Watford,3.8
506,The Punch Bowl,False,-1.091004,53.95562,England,York,3.8
484,The Queen of Iceni,False,1.303605,52.625048,England,Norwich,3.8
305,The Standing Order,False,-1.403771,50.900512,England,Southampton,3.8
551,The Swan & Castle,False,-1.26157,51.7511,England,Oxford,3.8
548,The Four Candles,False,-1.262114,51.753444,England,Oxford,3.8
95,The Square Bottle,False,-2.884266,53.191467,England,Chester,3.8
559,The George,False,0.028173,51.575947,England,Wanstead,3.8
211,The John Logie Baird,False,0.579626,50.855856,England,Hastings,3.8
288,The Giddy Bridge,False,-1.404486,50.911025,England,Southampton,3.8
791,The King's Head Inn,False,-1.798179,51.068624,England,Salisbury,3.8
14,The Back of Beyond,False,-0.963423,51.45483,England,Reading,3.8
511,The Winter Gardens,False,-1.543775,53.994265,England,Harrogate,3.8
82,The Bull and Stirrup Hotel,False,-2.8954316,53.1943986,England,Chester,3.8
349,Royal Victoria Pavilion,False,1.4236491,51.3318333,England,Ramsgate,3.92
612,The Steel Foundry,False,-1.412461,53.41304,England,Sheffield,3.92
682,Wetherspoons,False,-1.668555,54.957641,England,Gateshead,3.99
5,The Corryvreckan,False,-5.474628,56.412796,Scotland,Oban,4.03
355,The Golden Lion,False,0.50679,51.386571,England,Rochester,4.03
208,The Bright Helm,False,-0.144418,50.822812,England,Brighton,4.03
361,The Railway ,False,0.611751,51.365712,England,Rainham,4.03
207,Cornfield Garage,False,0.284555,50.767602,England,Eastbourne,4.03
716,The Dragon Inn,False,-1.896646,52.474271,England,Birmingham,4.03
369,The Thomas Waghorn,False,0.522704,51.382159,England,Chatham,4.03
215,The West Quay,False,-0.105217,50.81215,England,Brighton,4.03
214,The Post & Telegraph,False,-0.140446,50.822988,England,Brighton,4.03
708,The Briar Rose,False,-1.900193,52.479918,England,Birmingham,4.03
719,The Figure of Eight,False,-1.912312,52.476565,England,Birmingham,4.03
729,The Soloman Cutler,False,-1.910082,52.478124,England,Birmingham,4.03
256,The Sir John Moore,False,-4.259879,55.858751,Scotland,Glasgow,4.03
252,The Crystal Palace,False,-4.257313,55.857518,Scotland,Glasgow,4.03
15,The Bear,False,-0.717843,51.523039,England,Maidenhead,4.03
751,Stick or Twist,False,-1.543248,53.8027,England,Leeds,4.03
749,Beckett's Bank,False,-1.547285,53.79858,England,Leeds,4.03
296,The Old Gaolhouse,False,-1.316288,51.06382,England,Winchester,4.03
761,The Cuthbert Brodrick,False,-1.547888,53.801747,England,Leeds,4.03
764,The Hedley Verity,False,-1.545685,53.802007,England,Leeds,4.03
190,The Swan ,False,-2.455106,50.608135,England,Weymouth,4.03
274,The Great Harry,False,0.066917,51.489975,England,Woolwich,4.03
191,The William Henry,False,-2.45426,50.611574,England,Weymouth,4.03
739,The Dolphin & Anchor,False,-0.779968,50.836676,England,Chichester,4.03
773,The Scribbling Mill,False,-1.57429,53.75778,England,Leeds,4.03
257,The Society Room,False,-4.257089,55.862294,Scotland,Glasgow,4.03
16,The Hatchet Inn,False,-1.322141,51.400916,England,Newbury,4.03
254,The Hengler's Circus,False,-4.2667,55.86569,Scotland,Glasgow,4.03
732,The Square Peg,False,-1.894953,52.481874,England,Birmingham,4.03
251,The Counting House,False,-4.2518,55.861023,Scotland,Glasgow,4.03
376,The Albert and The Lion,False,-3.055058,53.816919,England,Blackpool,4.03
213,The Picture Playhouse,False,0.4691042,50.8402211,England,Bexhill-on-Sea,4.03
398,The Velvet Coaster,False,-3.056067,53.794853,England,Blackpool,4.03
666,Luther's Bar,False,-1.6152,54.97889,England,Newcastle upon Tyne,4.03
36,The Berkeley,False,-2.605208,51.455866,England,Bristol,4.03
452,The Fall Well,False,-2.980048,53.406642,England,Liverpool,4.03
467,The Welkin,False,-2.98582,53.405776,England,Liverpool,4.03
448,The Captain Alexander,False,-2.9914214,53.4048621,England,Liverpool,4.03
566,The William Webb Ellis,False,-0.32853,51.447591,England,Twickenham,4.03
77,The Prince of Wales,False,-3.177898,51.477658,Wales,Cardiff,4.03
76,The Mount Stuart,False,-3.166651,51.462724,Wales,Cardiff,4.03
74,The Great Western,False,-3.17689,51.476596,Wales,Cardiff,4.03
463,The Richard John Blackler,False,-2.979932,53.406077,England,Liverpool,4.03
73,The Gatekeeper,False,-3.181925,51.480148,Wales,Cardiff,4.03
107,The Palladium,False,-3.832359,53.325173,Wales,Llandudno,4.03
212,The London & County,False,0.281549,50.768832,England,Eastbourne,4.03
384,The Layton Rakes,False,-3.055122,53.818256,England,Blackpool,4.03
47,The Richmal Crompton,False,0.016744,51.399671,England,Bromley,4.03
497,The Angel Hotel,False,-0.613778,54.486015,England,Whitby,4.03
43,The W. G. Grace,False,-2.608749,51.462859,England,Bristol,4.03
669,The Five Swans,False,-1.61177,54.9778,England,Newcastle upon Tyne,4.03
45,The Greyhound,False,0.013233,51.406371,England,Bromley,4.03
71,The Central Bar,False,-3.172948,51.483341,Wales,Cardiff,4.03
310,The Mossy Well,False,-0.14164,51.590873,England,Muswell Hill,4.04
48,The Sovereign of the Seas,False,0.072138,51.389326,England,Petts Wood,4.04
340,The Good Yarn,False,-0.480843,51.547785,England,Uxbridge,4.04
647,The Assembly Rooms,False,-0.270009,51.332762,England,Epsom,4.04
281,The Plough & Harrow,False,-0.231469,51.492665,England,Hammersmith,4.04
584,The King of Wessex,False,-2.364582,51.380979,England,Bath,4.04
119,The Bridge House,False,-5.931808,54.593013,N Ireland,Belfast,4.14
44,V-Shed,False,-2.598749,51.449838,England,Bristol,4.16
335,The Great Glen,False,-5.11381,56.816444,Scotland,Fort William,4.18
430,Castle in the Air,False,-2.3611,53.468675,England,Manchester,4.22
374,The Beehive,False,-0.114514,51.463752,England,Brixton,4.23
615,The Fox on the Hill,False,-0.09002,51.464865,England,Camberwell,4.23
545,The Catherine Wheel,False,-0.904076,51.537712,England,Henley-on-Thames,4.29
62,The Regal,False,0.123872,52.202936,England,Cambridge,4.29
40,The Knights Templar,False,-2.582064,51.450828,England,Bristol,4.29
280,The Central Bar,False,-0.219395,51.503871,England,Shepherds Bush,4.29
222,The Standing Order,False,-3.199702,55.952978,Scotland,Edinburgh,4.38
218,The Caley Picture House,False,-3.208378,55.9482283,Scotland,Edinburgh,4.38
216,The Alexander Graham Bell,False,-3.205333,55.951995,Scotland,Edinburgh,4.38
302,The Sir Alec Rose,False,-1.097682,50.840933,England,Portsmouth,4.38
220,The Playfair,False,-3.18587,55.956463,Scotland,Edinburgh,4.38
186,The Moon in the Square,False,-1.880494,50.718063,England,Bournemouth,4.38
439,The Paramount,False,-2.242548,53.476453,England,Manchester,4.38
443,The Waterhouse,False,-2.243099,53.479171,England,Manchester,4.38
441,The Seven Stars,False,-2.24004,53.48503,England,Manchester,4.38
185,The Mary Shelley,False,-1.8761,50.720638,England,Bournemouth,4.38
444,Wetherspoons,False,-2.235089,53.481224,England,Manchester,4.38
365,The Sennockian,False,0.192559,51.272538,England,Sevenoaks,4.38
37,The Commercial Rooms,False,-2.594428,51.454454,England,Bristol,4.38
438,The Moon Under Water,False,-2.24691,53.482745,England,Manchester,4.38
469,The Wibbas Down Inn,False,-0.202661,51.419166,England,Wimbledon,4.38
372,The Kings Tun,False,-0.300592,51.411467,England,Kingston upon Thames,4.38
347,The White Swan,False,-0.103411,51.545739,England,Islington,4.38
459,The North Western,False,-2.977003,53.407259,England,Liverpool,4.57
779,Wetherspoons,False,-1.547586,53.794167,England,Leeds,4.62
25,The London and North Western,False,-1.899,52.478,England,Birmingham,4.62
437,The Mardi Gras,False,-2.349005,53.466179,England,Manchester,4.62
282,The William Morris,False,-0.225152,51.493014,England,Hammersmith,4.66
688,The London and South Western,False,-0.167485,51.464029,England,Battersea,4.66
51,The Hope & Champion,False,-0.62752,51.587677,England,Beaconsfield,4.68
18,The King and Castle,False,-0.608679,51.483657,England,Windsor,4.84
689,The Rocket ,False,-0.212939,51.465604,England,Putney,5.04
217,The Booking Office,False,-3.191294,55.952631,Scotland,Edinburgh,5.08
618,The Rockingham Arms,False,-0.099727,51.496082,England,Elephant and Castle,5.2
104,The Masque Haunt,False,-0.090642,51.525198,England,Old Street,5.2
